,Elapsed time(seconds),SpO2(%),hr (bpm)
81,81.000, 96.000, 67.000
82,82.000, 97.000, 67.000
83,83.000, 97.000, 67.000
84,84.000, 97.000, 66.000
85,85.000, 97.000, 65.001
86,86.000, 97.000, 64.001
87,87.000, 97.000, 64.001
88,88.000, 97.000, 64.001
89,89.000, 97.000, 64.001
90,90.000, 97.000, 64.001
91,91.000, 97.000, 65.001
92,92.000, 97.000, 66.000
93,93.000, 97.000, 66.000
94,94.000, 97.000, 66.000
95,95.000, 97.000, 66.000
96,96.000, 97.000, 66.000
97,97.000, 97.000, 66.000
98,98.000, 97.000, 66.000
99,99.000, 97.000, 66.000
100,100.000, 97.000, 66.000
101,101.000, 97.000, 66.000
102,102.000, 97.000, 65.001
103,103.000, 97.000, 65.001
104,104.000, 97.000, 66.000
105,105.000, 97.000, 66.000
106,106.000, 97.000, 65.001
107,107.000, 97.000, 65.001
108,108.000, 97.000, 66.000
109,109.000, 97.000, 66.000
110,110.000, 96.000, 65.001
111,111.000, 96.000, 65.001
112,112.000, 96.000, 65.001
113,113.000, 96.000, 66.000
114,114.000, 96.000, 66.000
115,115.000, 96.000, 65.001
116,116.000, 96.000, 65.001
117,117.000, 96.000, 65.001
118,118.000, 97.000, 65.001
119,119.000, 97.000, 65.001
120,120.000, 97.000, 64.001
121,121.000, 97.000, 64.001
122,122.000, 97.000, 65.001
123,123.000, 97.000, 66.000
124,124.000, 97.000, 66.000
125,125.000, 97.000, 66.000
126,126.000, 97.000, 66.000
127,127.000, 97.000, 65.001
128,128.000, 97.000, 65.001
129,129.000, 97.000, 64.001
130,130.000, 97.000, 64.001
131,131.000, 97.000, 64.001
132,132.000, 97.000, 64.001
133,133.000, 97.000, 65.001
134,134.000, 97.000, 65.001
135,135.000, 97.000, 65.001
136,136.000, 98.000, 66.000
137,137.000, 98.000, 65.001
138,138.000, 98.000, 65.001
139,139.000, 98.000, 65.001
140,140.000, 98.000, 64.001
141,141.000, 97.000, 64.001
142,142.000, 97.000, 64.001
143,143.000, 97.000, 67.000
144,144.000, 97.000, 68.001
145,145.000, 97.000, 68.001
146,146.000, 97.000, 67.000
147,147.000, 97.000, 65.001
148,148.000, 97.000, 64.001
149,149.000, 97.000, 64.001
150,150.000, 97.000, 64.001
151,151.000, 98.000, 64.001
152,152.000, 98.000, 65.001
153,153.000, 97.000, 70.000
154,154.000, 97.000, 70.000
155,155.000, 97.000, 75.000
156,156.000, 98.000, 77.001
157,157.000, 98.000, 78.001
158,158.000, 98.000, 76.000
159,159.000, 98.000, 71.000
160,160.000, 98.000, 71.000
161,161.000, 98.000, 69.001
162,162.000, 98.000, 69.001
163,163.000, 98.000, 69.001
164,164.000, 98.000, 68.001
165,165.000, 98.000, 68.001
166,166.000, 98.000, 68.001
167,167.000, 97.000, 68.001
168,168.000, 97.000, 68.001
169,169.000, 97.000, 68.001
170,170.000, 97.000, 67.000
171,171.000, 97.000, 67.000
172,172.000, 97.000, 67.000
173,173.000, 97.000, 69.001
174,174.000, 97.000, 69.001
175,175.000, 97.000, 70.000
176,176.000, 97.000, 72.000
177,177.000, 97.000, 70.000
178,178.000, 97.000, 69.001
179,179.000, 97.000, 67.000
180,180.000, 97.000, 67.000
181,181.000, 97.000, 68.001
182,182.000, 96.000, 68.001
183,183.000, 96.000, 69.001
184,184.000, 96.000, 69.001
185,185.000, 96.000, 70.000
186,186.000, 97.000, 71.000
187,187.000, 97.000, 71.000
188,188.000, 97.000, 70.000
189,189.000, 97.000, 70.000
190,190.000, 97.000, 69.001
191,191.000, 97.000, 69.001
192,192.000, 97.000, 69.001
193,193.000, 97.000, 69.001
194,194.000, 97.000, 69.001
195,195.000, 97.000, 69.001
196,196.000, 97.000, 69.001
197,197.000, 97.000, 69.001
198,198.000, 97.000, 70.000
199,199.000, 97.000, 70.000
200,200.000, 97.000, 70.000
201,201.000, 97.000, 71.000
202,202.000, 97.000, 70.000
203,203.000, 97.000, 69.001
204,204.000, 97.000, 68.001
205,205.000, 97.000, 68.001
206,206.000, 97.000, 68.001
207,207.000, 97.000, 68.001
208,208.000, 97.000, 68.001
209,209.000, 97.000, 68.001
210,210.000, 97.000, 68.001
211,211.000, 97.000, 68.001
212,212.000, 97.000, 68.001
213,213.000, 97.000, 68.001
214,214.000, 97.000, 68.001
215,215.000, 97.000, 68.001
216,216.000, 97.000, 68.001
217,217.000, 97.000, 68.001
218,218.000, 97.000, 68.001
219,219.000, 96.000, 68.001
220,220.000, 96.000, 67.000
221,221.000, 96.000, 67.000
222,222.000, 96.000, 67.000
223,223.000, 96.000, 67.000
224,224.000, 96.000, 66.000
225,225.000, 96.000, 67.000
226,226.000, 96.000, 67.000
227,227.000, 96.000, 67.000
228,228.000, 97.000, 67.000
229,229.000, 97.000, 66.000
230,230.000, 97.000, 65.001
231,231.000, 97.000, 65.001
232,232.000, 97.000, 67.000
233,233.000, 97.000, 67.000
234,234.000, 97.000, 68.001
235,235.000, 97.000, 68.001
236,236.000, 97.000, 68.001
237,237.000, 97.000, 68.001
238,238.000, 97.000, 68.001
239,239.000, 97.000, 69.001
240,240.000, 97.000, 69.001
241,241.000, 97.000, 69.001
242,242.000, 97.000, 69.001
243,243.000, 97.000, 69.001
244,244.000, 97.000, 70.000
245,245.000, 96.000, 70.000
246,246.000, 97.000, 70.000
247,247.000, 97.000, 69.001
248,248.000, 96.000, 70.000
249,249.000, 96.000, 69.001
250,250.000, 96.000, 70.000
251,251.000, 96.000, 70.000
252,252.000, 96.000, 69.001
253,253.000, 97.000, 68.001
254,254.000, 97.000, 67.000
255,255.000, 97.000, 66.000
256,256.000, 97.000, 66.000
257,257.000, 97.000, 66.000
258,258.000, 97.000, 66.000
259,259.000, 97.000, 66.000
260,260.000, 97.000, 68.001
261,261.000, 97.000, 70.000
262,262.000, 97.000, 70.000
263,263.000, 97.000, 71.000
264,264.000, 97.000, 73.001
265,265.000, 97.000, 73.001
266,266.000, 97.000, 73.001
267,267.000, 97.000, 70.000
268,268.000, 97.000, 68.001
269,269.000, 97.000, 67.000
270,270.000, 97.000, 67.000
271,271.000, 97.000, 68.001
272,272.000, 97.000, 69.001
273,273.000, 97.000, 69.001
274,274.000, 97.000, 68.001
275,275.000, 97.000, 68.001
276,276.000, 97.000, 68.001
277,277.000, 97.000, 68.001
278,278.000, 97.000, 69.001
279,279.000, 97.000, 69.001
280,280.000, 97.000, 69.001
281,281.000, 98.000, 68.001
282,282.000, 97.000, 67.000
283,283.000, 97.000, 67.000
284,284.000, 97.000, 66.000
285,285.000, 97.000, 64.001
286,286.000, 97.000, 64.001
287,287.000, 97.000, 64.001
288,288.000, 97.000, 64.001
289,289.000, 97.000, 64.001
290,290.000, 97.000, 65.001
291,291.000, 97.000, 67.000
292,292.000, 97.000, 67.000
293,293.000, 97.000, 69.001
294,294.000, 97.000, 68.001
295,295.000, 97.000, 66.000
296,296.000, 97.000, 66.000
297,297.000, 97.000, 66.000
298,298.000, 97.000, 68.001
299,299.000, 97.000, 69.001
300,300.000, 97.000, 70.000
301,301.000, 97.000, 91.000
302,302.000, 97.000, 91.000
303,303.000, 97.000, 91.000
304,304.000, 97.000, 91.000
305,305.000, 97.000, 91.000
306,306.000, 97.000, 91.000
307,307.000, 96.000, 91.000
308,308.000, 96.000, 91.000
309,309.000, 96.000, 92.000
310,310.000, 96.000, 88.999
311,311.000, 96.000, 87.000
312,312.000, 96.000, 84.000
313,313.000, 96.000, 82.001
314,314.000, 96.000, 78.001
315,315.000, 96.000, 77.001
316,316.000, 96.000, 77.001
317,317.000, 96.000, 76.000
318,318.000, 96.000, 75.000
319,319.000, 96.000, 74.001
320,320.000, 97.000, 73.001
321,321.000, 97.000, 73.001
322,322.000, 97.000, 72.000
323,323.000, 98.000, 71.000
324,324.000, 98.000, 71.000
325,325.000, 98.000, 71.000
326,326.000, 98.000, 72.000
327,327.000, 98.000, 72.000
328,328.000, 98.000, 73.001
329,329.000, 98.000, 73.001
330,330.000, 97.000, 75.000
331,331.000, 97.000, 76.000
332,332.000, 97.000, 76.000
333,333.000, 97.000, 79.000
334,334.000, 97.000, 79.000
335,335.000, 97.000, 80.000
336,336.000, 97.000, 79.000
337,337.000, 96.000, 79.000
338,338.000, 96.000, 79.000
339,339.000, 96.000, 81.000
340,340.000, 96.000, 81.000
341,341.000, 97.000, 82.001
342,342.000, 97.000, 82.001
343,343.000, 97.000, 82.001
344,344.000, 97.000, 82.001
345,345.000, 96.000, 80.000
346,346.000, 96.000, 80.000
347,347.000, 96.000, 80.000
348,348.000, 96.000, 80.000
349,349.000, 97.000, 80.000
350,350.000, 97.000, 80.000
351,351.000, 97.000, 80.000
352,352.000, 96.000, 81.000
353,353.000, 96.000, 81.000
354,354.000, 96.000, 83.001
355,355.000, 96.000, 83.001
356,356.000, 96.000, 83.001
357,357.000, 96.000, 82.001
358,358.000, 96.000, 81.000
359,359.000, 96.000, 82.001
360,360.000, 96.000, 82.001
361,361.000, 96.000, 82.001
362,362.000, 96.000, 81.000
363,363.000, 97.000, 81.000
364,364.000, 97.000, 81.000
365,365.000, 97.000, 81.000
366,366.000, 97.000, 81.000
367,367.000, 97.000, 81.000
368,368.000, 97.000, 81.000
369,369.000, 97.000, 81.000
370,370.000, 97.000, 81.000
371,371.000, 97.000, 81.000
372,372.000, 97.000, 81.000
373,373.000, 96.000, 81.000
374,374.000, 96.000, 85.000
375,375.000, 96.000, 85.000
376,376.000, 96.000, 85.000
377,377.000, 96.000, 87.000
378,378.000, 98.000, 87.000
379,379.000, 98.000, 87.000
380,380.000, 98.000, 87.000
381,381.000, 98.000, 87.000
382,382.000, 98.000, 87.000
383,383.000, 98.000, 87.000
384,384.000, 98.000, 87.999
385,385.000, 98.000, 88.999
386,386.000, 98.000, 88.999
387,387.000, 98.000, 88.999
388,388.000, 98.000, 88.999
389,389.000, 96.000, 88.999
390,390.000, 96.000, 87.999
391,391.000, 96.000, 87.999
392,392.000, 96.000, 87.999
393,393.000, 96.000, 87.999
394,394.000, 96.000, 87.999
395,395.000, 96.000, 87.999
396,396.000, 96.000, 87.999
397,397.000, 96.000, 87.999
398,398.000, 96.000, 88.999
399,399.000, 95.000, 93.999
400,400.000, 95.000, 92.000
401,401.000, 95.000, 92.000
402,402.000, 95.000, 91.000
403,403.000, 95.000, 92.000
404,404.000, 95.000, 92.000
405,405.000, 95.000, 92.000
406,406.000, 95.000, 92.999
407,407.000, 95.000, 92.999
408,408.000, 95.000, 93.999
409,409.000, 96.000, 93.999
410,410.000, 95.000, 92.999
411,411.000, 95.000, 92.000
412,412.000, 95.000, 88.999
413,413.000, 95.000, 88.999
414,414.000, 95.000, 88.999
415,415.000, 95.000, 88.999
416,416.000, 95.000, 90.000
417,417.000, 95.000, 90.000
418,418.000, 96.000, 90.000
419,419.000, 96.000, 90.000
420,420.000, 96.000, 90.000
421,421.000, 96.000, 88.999
422,422.000, 96.000, 88.999
423,423.000, 96.000, 90.000
424,424.000, 96.000, 90.000
425,425.000, 96.000, 91.000
426,426.000, 96.000, 91.000
427,427.000, 96.000, 91.000
428,428.000, 96.000, 92.000
429,429.000, 96.000, 92.000
430,430.000, 96.000, 92.000
431,431.000, 96.000, 92.000
432,432.000, 96.000, 92.000
433,433.000, 96.000, 92.000
434,434.000, 96.000, 92.000
435,435.000, 96.000, 92.000
436,436.000, 96.000, 92.000
437,437.000, 96.000, 92.000
438,438.000, 96.000, 92.000
439,439.000, 96.000, 92.000
440,440.000, 96.000, 92.000
441,441.000, 96.000, 92.999
442,442.000, 96.000, 92.999
443,443.000, 96.000, 92.000
444,444.000, 96.000, 92.000
445,445.000, 96.000, 92.000
446,446.000, 96.000, 92.000
447,447.000, 96.000, 92.000
448,448.000, 96.000, 92.999
449,449.000, 96.000, 92.999
450,450.000, 96.000, 92.999
451,451.000, 96.000, 99.000
452,452.000, 96.000, 99.000
453,453.000, 96.000, 97.999
454,454.000, 96.000, 99.000
455,455.000, 96.000, 99.000
456,456.000, 96.000, 99.000
457,457.000, 96.000, 99.000
458,458.000, 96.000, 99.000
459,459.000, 96.000, 99.000
460,460.000, 96.000, 96.999
461,461.000, 96.000, 97.999
462,462.000, 96.000, 96.999
463,463.000, 96.000, 96.999
464,464.000, 96.000, 96.000
465,465.000, 96.000, 96.000
466,466.000, 96.000, 96.999
467,467.000, 96.000, 96.999
468,468.000, 96.000, 96.999
469,469.000, 96.000, 97.999
470,470.000, 96.000, 97.999
471,471.000, 96.000, 97.999
472,472.000, 97.000, 96.999
473,473.000, 97.000, 95.000
474,474.000, 97.000, 92.999
475,475.000, 97.000, 92.999
476,476.000, 97.000, 92.000
477,477.000, 97.000, 91.000
478,478.000, 97.000, 90.000
479,479.000, 97.000, 88.999
480,480.000, 96.000, 88.999
481,481.000, 96.000, 87.999
482,482.000, 96.000, 87.999
483,483.000, 96.000, 87.999
484,484.000, 96.000, 86.001
485,485.000, 96.000, 86.001
486,486.000, 96.000, 88.999
487,487.000, 96.000, 88.999
488,488.000, 96.000, 90.000
489,489.000, 96.000, 91.000
490,490.000, 96.000, 92.000
491,491.000, 96.000, 92.999
492,492.000, 96.000, 92.999
493,493.000, 96.000, 92.999
494,494.000, 96.000, 92.999
495,495.000, 96.000, 93.999
496,496.000, 96.000, 95.000
497,497.000, 96.000, 95.000
498,498.000, 97.000, 97.999
499,499.000, 97.000, 97.999
500,500.000, 97.000, 97.999
501,501.000, 97.000, 96.999
502,502.000, 97.000, 96.999
503,503.000, 97.000, 96.999
504,504.000, 97.000, 96.999
505,505.000, 98.000, 97.999
506,506.000, 98.000, 97.999
507,507.000, 98.000, 97.999
508,508.000, 98.000, 96.999
509,509.000, 98.000, 96.999
510,510.000, 98.000, 97.999
511,511.000, 98.000, 97.999
512,512.000, 98.000, 97.999
513,513.000, 97.000, 97.999
514,514.000, 97.000, 97.999
515,515.000, 97.000, 97.999
516,516.000, 97.000,101.000
517,517.000, 98.000,102.999
518,518.000, 98.000,102.999
519,519.000, 98.000,102.999
520,520.000, 98.000,102.999
521,521.000, 98.000,105.000
522,522.000, 98.000,105.999
523,523.000, 98.000,105.999
524,524.000, 98.000,105.999
525,525.000, 98.000,106.999
526,526.000, 97.000,109.000
527,527.000, 97.000,109.000
528,528.000, 97.000,109.000
529,529.000, 97.000,109.000
530,530.000, 97.000,109.000
531,531.000, 97.000,110.000
532,532.000, 97.000,110.999
533,533.000, 97.000,111.999
534,534.000, 97.000,111.999
535,535.000, 97.000,113.000
536,536.000, 97.000,113.000
537,537.000, 97.000,113.000
538,538.000, 97.000,114.000
539,539.000, 97.000,114.000
540,540.000, 97.000,114.000
541,541.000, 97.000,114.000
542,542.000, 97.000,114.000
543,543.000, 97.000,114.999
544,544.000, 97.000,114.999
545,545.000, 97.000,115.999
546,546.000, 97.000,115.999
547,547.000, 97.000,115.999
548,548.000, 97.000,115.999
549,549.000, 97.000,115.999
550,550.000, 97.000,115.999
551,551.000, 97.000,115.999
552,552.000, 98.000,117.000
553,553.000, 98.000,117.000
554,554.000, 98.000,117.000
555,555.000, 98.000,118.000
556,556.000, 98.000,118.000
557,557.000, 98.000,118.000
558,558.000, 98.000,118.000
559,559.000, 98.000,117.000
560,560.000, 98.000,117.000
561,561.000, 98.000,117.000
562,562.000, 98.000,117.000
563,563.000, 98.000,117.000
564,564.000, 98.000,117.000
565,565.000, 98.000,117.000
566,566.000, 98.000,117.000
567,567.000, 98.000,117.000
568,568.000, 98.000,117.000
569,569.000, 98.000,117.000
570,570.000, 98.000,117.000
571,571.000, 98.000,117.000
572,572.000, 98.000,117.000
573,573.000, 98.000,117.000
574,574.000, 98.000,117.000
575,575.000, 98.000,117.000
576,576.000, 98.000,117.000
577,577.000, 98.000,117.000
578,578.000, 98.000,117.000
579,579.000, 96.000,117.000
580,580.000, 94.000,117.000
581,581.000, 92.000,117.000
582,582.000, 92.000,117.000
583,583.000, 92.000,117.000
584,584.000, 92.000,117.000
585,585.000, 92.000,117.000
586,586.000, 92.000,117.000
587,587.000, 92.000,117.000
588,588.000, 92.000,117.000
589,589.000, 92.000,117.000
590,590.000, 92.000,117.000
591,591.000, 92.000,117.000
592,592.000, 90.000,117.000
593,593.000, 96.000,117.000
594,594.000, 96.000,117.000
595,595.000, 96.000,117.000
596,596.000, 96.000,117.000
597,597.000, 97.000,117.000
598,598.000, 95.000,117.000
599,599.000, 95.000,117.000
600,600.000, 95.000,117.000
601,601.000, 95.000,117.000
602,602.000, 95.000,117.000
603,603.000, 95.000,117.000
604,604.000, 95.000,117.000
605,605.000, 95.000,117.000
606,606.000, 95.000,117.000
607,607.000, 95.000,117.000
608,608.000, 95.000,117.000
609,609.000, 95.000,117.000
610,610.000, 95.000,117.000
611,611.000, 95.000,117.000
612,612.000, 95.000,117.000
613,613.000, 95.000,117.000
614,614.000, 95.000,117.000
615,615.000, 95.000,117.000
616,616.000, 94.000,117.000
617,617.000, 94.000,117.000
618,618.000, 94.000,117.000
619,619.000, 94.000,115.999
620,620.000, 94.000,114.999
621,621.000, 94.000,114.000
622,622.000, 94.000,114.000
623,623.000, 94.000,113.000
624,624.000, 94.000,113.000
625,625.000, 94.000,113.000
626,626.000, 97.000, 72.000
627,627.000, 97.000, 71.000
628,628.000, 97.000, 69.001
629,629.000, 97.000, 68.001
630,630.000, 97.000, 68.001
631,631.000, 97.000, 70.000
632,632.000, 97.000, 70.000
633,633.000, 97.000, 72.000
634,634.000, 97.000, 72.000
635,635.000, 97.000, 75.000
636,636.000, 97.000, 75.000
637,637.000, 97.000, 80.000
638,638.000, 97.000, 80.000
639,639.000, 97.000, 82.001
640,640.000, 97.000, 83.001
641,641.000, 97.000, 83.001
642,642.000, 97.000, 80.000
643,643.000, 97.000, 76.000
644,644.000, 97.000, 72.000
645,645.000, 97.000, 69.001
646,646.000, 97.000, 66.000
647,647.000, 97.000, 64.001
648,648.000, 97.000, 64.001
649,649.000, 97.000, 62.000
650,650.000, 97.000, 62.000
651,651.000, 97.000, 62.000
652,652.000, 97.000, 64.001
653,653.000, 97.000, 63.000
654,654.000, 97.000, 63.000
655,655.000, 97.000, 63.000
656,656.000, 97.000, 63.000
657,657.000, 97.000, 62.000
658,658.000, 97.000, 62.000
659,659.000, 97.000, 64.001
660,660.000, 97.000, 67.000
661,661.000, 97.000, 71.000
662,662.000, 97.000, 72.000
663,663.000, 97.000, 78.001
664,664.000, 97.000, 78.001
665,665.000, 97.000, 78.001
666,666.000, 97.000, 79.000
667,667.000, 96.000, 79.000
668,668.000, 96.000, 79.000
669,669.000, 96.000, 77.001
670,670.000, 97.000, 77.001
671,671.000, 97.000, 75.000
672,672.000, 97.000, 71.000
673,673.000, 97.000, 68.001
674,674.000, 97.000, 67.000
675,675.000, 97.000, 66.000
676,676.000, 98.000, 66.000
677,677.000, 98.000, 65.001
678,678.000, 98.000, 65.001
679,679.000, 98.000, 64.001
680,680.000, 98.000, 64.001
681,681.000, 98.000, 63.000
682,682.000, 98.000, 62.000
683,683.000, 98.000, 63.000
684,684.000, 98.000, 63.000
685,685.000, 97.000, 63.000
686,686.000, 97.000, 63.000
687,687.000, 97.000, 63.000
688,688.000, 97.000, 63.000
689,689.000, 97.000, 63.000
690,690.000, 97.000, 63.000
691,691.000, 97.000, 63.000
692,692.000, 97.000, 64.001
693,693.000, 97.000, 62.000
694,694.000, 97.000, 62.000
695,695.000, 97.000, 60.001
696,696.000, 97.000, 60.001
697,697.000, 97.000, 60.001
698,698.000, 97.000, 60.001
699,699.000, 97.000, 59.001
700,700.000, 97.000, 60.001
701,701.000, 97.000, 60.001
702,702.000, 97.000, 60.001
703,703.000, 97.000, 61.000
704,704.000, 97.000, 61.000
705,705.000, 97.000, 62.000
706,706.000, 97.000, 61.000
707,707.000, 97.000, 61.000
708,708.000, 97.000, 61.000
709,709.000, 97.000, 60.001
710,710.000, 97.000, 61.000
711,711.000, 97.000, 61.000
712,712.000, 97.000, 62.000
713,713.000, 97.000, 63.000
714,714.000, 97.000, 63.000
715,715.000, 97.000, 64.001
716,716.000, 97.000, 64.001
717,717.000, 97.000, 64.001
718,718.000, 97.000, 63.000
719,719.000, 97.000, 63.000
720,720.000, 97.000, 62.000
721,721.000, 97.000, 63.000
722,722.000, 97.000, 63.000
723,723.000, 97.000, 64.001
724,724.000, 97.000, 64.001
725,725.000, 97.000, 64.001
726,726.000, 97.000, 64.001
727,727.000, 97.000, 64.001
728,728.000, 97.000, 64.001
729,729.000, 97.000, 65.001
730,730.000, 97.000, 65.001
731,731.000, 97.000, 66.000
732,732.000, 97.000, 66.000
733,733.000, 97.000, 66.000
734,734.000, 97.000, 66.000
735,735.000, 97.000, 66.000
736,736.000, 97.000, 66.000
737,737.000, 97.000, 65.001
738,738.000, 97.000, 65.001
739,739.000, 97.000, 66.000
740,740.000, 97.000, 66.000
741,741.000, 97.000, 67.000
742,742.000, 97.000, 66.000
743,743.000, 97.000, 66.000
744,744.000, 97.000, 66.000
745,745.000, 97.000, 67.000
746,746.000, 97.000, 67.000
747,747.000, 97.000, 68.001
748,748.000, 97.000, 68.001
749,749.000, 97.000, 66.000
750,750.000, 97.000, 65.001
751,751.000, 97.000, 65.001
752,752.000, 97.000, 64.001
753,753.000, 97.000, 64.001
754,754.000, 97.000, 64.001
755,755.000, 97.000, 64.001
756,756.000, 97.000, 64.001
757,757.000, 97.000, 65.001
758,758.000, 97.000, 65.001
759,759.000, 97.000, 65.001
760,760.000, 97.000, 65.001
761,761.000, 97.000, 65.001
762,762.000, 97.000, 65.001
763,763.000, 97.000, 65.001
764,764.000, 97.000, 66.000
765,765.000, 97.000, 66.000
766,766.000, 97.000, 67.000
767,767.000, 97.000, 66.000
768,768.000, 97.000, 65.001
769,769.000, 97.000, 65.001
770,770.000, 97.000, 67.000
771,771.000, 97.000, 70.000
772,772.000, 97.000, 70.000
773,773.000, 97.000, 70.000
774,774.000, 97.000, 70.000
775,775.000, 97.000, 68.001
776,776.000, 97.000, 66.000
777,777.000, 97.000, 65.001
778,778.000, 97.000, 66.000
779,779.000, 97.000, 66.000
780,780.000, 97.000, 67.000
781,781.000, 97.000, 65.001
782,782.000, 97.000, 65.001
783,783.000, 97.000, 64.001
784,784.000, 97.000, 66.000
785,785.000, 97.000, 67.000
786,786.000, 97.000, 68.001
787,787.000, 97.000, 69.001
788,788.000, 97.000, 69.001
789,789.000, 97.000, 69.001
790,790.000, 97.000, 68.001
791,791.000, 97.000, 68.001
792,792.000, 97.000, 68.001
793,793.000, 97.000, 67.000
794,794.000, 97.000, 67.000
795,795.000, 97.000, 67.000
796,796.000, 97.000, 67.000
797,797.000, 97.000, 67.000
798,798.000, 97.000, 68.001
799,799.000, 97.000, 68.001
800,800.000, 97.000, 68.001
801,801.000, 97.000, 69.001
802,802.000, 97.000, 69.001
803,803.000, 97.000, 70.000
804,804.000, 97.000, 67.000
805,805.000, 97.000, 67.000
806,806.000, 97.000, 65.001
807,807.000, 97.000, 65.001
808,808.000, 97.000, 66.000
809,809.000, 97.000, 69.001
810,810.000, 97.000, 69.001
811,811.000, 97.000, 71.000
812,812.000, 97.000, 70.000
813,813.000, 97.000, 70.000
814,814.000, 97.000, 75.000
815,815.000, 97.000, 75.000
816,816.000, 97.000, 78.001
817,817.000, 97.000, 80.000
818,818.000, 97.000, 80.000
819,819.000, 97.000, 77.001
820,820.000, 97.000, 73.001
821,821.000, 97.000, 70.000
822,822.000, 97.000, 66.000
823,823.000, 97.000, 66.000
824,824.000, 97.000, 66.000
825,825.000, 97.000, 66.000
826,826.000, 97.000, 66.000
827,827.000, 97.000, 66.000
828,828.000, 97.000, 65.001
829,829.000, 97.000, 65.001
830,830.000, 97.000, 66.000
831,831.000, 97.000, 66.000
832,832.000, 97.000, 67.000
833,833.000, 97.000, 66.000
834,834.000, 97.000, 64.001
835,835.000, 97.000, 63.000
836,836.000, 97.000, 61.000
837,837.000, 97.000, 61.000
838,838.000, 97.000, 64.001
839,839.000, 97.000, 66.000
840,840.000, 97.000, 67.000
841,841.000, 97.000, 68.001
842,842.000, 97.000, 66.000
843,843.000, 97.000, 66.000
844,844.000, 97.000, 64.001
845,845.000, 97.000, 64.001
846,846.000, 97.000, 64.001
847,847.000, 97.000, 66.000
848,848.000, 97.000, 67.000
849,849.000, 97.000, 67.000
850,850.000, 97.000, 66.000
851,851.000, 97.000, 65.001
852,852.000, 97.000, 65.001
853,853.000, 97.000, 67.000
854,854.000, 97.000, 67.000
855,855.000, 97.000, 67.000
856,856.000, 97.000, 66.000
857,857.000, 97.000, 65.001
858,858.000, 97.000, 65.001
859,859.000, 97.000, 64.001
860,860.000, 97.000, 65.001
861,861.000, 97.000, 65.001
862,862.000, 97.000, 65.001
863,863.000, 97.000, 65.001
864,864.000, 97.000, 66.000
865,865.000, 97.000, 66.000
866,866.000, 97.000, 66.000
867,867.000, 97.000, 65.001
868,868.000, 97.000, 64.001
869,869.000, 97.000, 64.001
870,870.000, 97.000, 64.001
871,871.000, 97.000, 65.001
872,872.000, 97.000, 64.001
873,873.000, 97.000, 66.000
874,874.000, 97.000, 65.001
875,875.000, 97.000, 65.001
876,876.000, 97.000, 65.001
877,877.000, 97.000, 65.001
